Hãng Sản Xuất,Độ Dày,Trọng Lượng,khoi_luong,CPU,RAM,Bộ Nhớ,HDD,SSD,GPU,Dung Lượng Pin,Hệ Điều Hành,Mạng WiFi,Bluetooth,Âm Thanh,Bảo Mật,Đọc Thẻ,Mạng LAN,Bàn Phím,Màu Sắc,Chất Liệu,Cổng Giao Tiếp,Khe Cắm,Màn Hình,Phụ Kiện Đi Kèm,Khả Năng Nâng Cấp,Ổ Đĩa Quang,Đèn Led,Nguồn,Tính Năng Khác,Tên Sản Phẩm,Giá Bán,Loại Sản Phẩm,Mẫu Mã,Số Cổng Lưu Trữ Tối Đa,Kết Nối,Webcam,Camera,Kết Nối Không Dây,Giao Tiếp Mạng,NPU,Cổng IO,Cổng Xuất Hình,Loa,Năm Sản Xuất,Thiết Kế Chất Liệu Vỏ,Hệ Điều Hành Bản Quyền Đi Kèm,Phần Mềm Có Sẵn,Card Mở Rộng,Unnamed 161,Mãy Tính Xách Tay
,,,2.50 Kg,,,512GB M.2 NVMe PCIe 4.0 SSD (Trống 1 slot M.2 NVMe),,,NVIDIA® GeForce RTX™ 4050 6GB GDDR6,"90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,"WiFi 6E(802.11ax), bluetooth 5.2",,2-speaker system with Smart Amplifier Technology,,,,Keyboard Laptop + Touchpad,,,"1 Jack cắm âm thanh combo 3.5mm
1x HDMI 2.0b
1 x USB 3.2  thế hệ 2 Type- C
2 x USB 3.2 thế hệ 1 Type-A
1x USB 3.2 thế hệ 2 Type-C hỗ trợ DisplayPort™/Power Delivery/G-SYNC
1x cổng LAN RJ45",M.2 NVMe,"16 inch FHD+ 16:10 (1920 x 1200, WUXGA), IPS Non-Glare, NanoEdge, 165Hz, Adaptive-Sync, 100% sRGB, 250 nits","Adapter, tài liệu, sách",,,,,,Laptop Asus ROG Strix G16 G614JU-N3777W Xám,37490000.0,,ROG Strix G16 G614JU-N3777W,2 X M.2 NVMe,,Camera HD 720P,,,,,,,,,,,,,,
,,,2.50 Kg,,,512GB M.2 NVMe PCIe 4.0 SSD (Trống 1 slot M.2 NVMe),,,NVIDIA® GeForce RTX™ 4050 6GB GDDR6,"90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,"WiFi 6E(802.11ax), bluetooth 5.2",,2-speaker system with Smart Amplifier Technology,,,,Keyboard Laptop + Touchpad,,,"1 Jack cắm âm thanh combo 3.5mm
1x HDMI 2.0b
1 x USB 3.2  thế hệ 2 Type- C
2 x USB 3.2 thế hệ 1 Type-A
1x USB 3.2 thế hệ 2 Type-C hỗ trợ DisplayPort™/Power Delivery/G-SYNC
1x cổng LAN RJ45",M.2 NVMe,"16 inch FHD+ 16:10 (1920 x 1200, WUXGA), IPS Non-Glare, NanoEdge, 165Hz, Adaptive-Sync, 100% sRGB, 250 nits","Adapter, tài liệu, sách",,,,,,Laptop Asus ROG Strix G16 G614JU-N3135W Xám,30100000.0,,ROG Strix G16 G614JU-N3135W,2 X M.2 NVMe,,Camera HD 720P,,,,,,,,,,,,,,
Asus,,,2.2 kg,AMD Ryzen 9 7940HS 4.0GHz up to 5.2GHz 16MB,,512GB SSD M.2 NVMe,,,NVIDIA® GeForce RTX™ 4070 8GB GDDR6,4 Cell 90WHrs,Windows 11 Home,,,"2-speaker system, Dolby Atmos",,,,,Đen,,"1x Type C USB 4 support DisplayPort™ / G-SYNC
1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC
2x USB 3.2 Gen 1 Type-A
1x RJ45 LAN port
1x HDMI 2.1 FRL
1x Jack Audio™ 3.5mm",M.2 NVMe,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 72% NTSC, 100% sRGB, G-Sync / Adaptive-Sync",Full box,,,,,,Laptop Asus TUF Gaming A15 FA507XI-LP420W Gray,33490000.0,,TUF Gaming A15 FA507XI-LP420W,2 x M.2 NVMe,,720P HD camera,,,,,,,,,,,,,,
Asus,317.1 x 222 x 19.9 mm,1.60 kg,,"AMD Ryzen 5 7530U (upto 4.5GHz, 16MB)",,512GB M.2 NVMe™ PCIe® 3.0 SSD,,,AMD Radeon Graphics,3 cell /50WHrs,Windows 11 Home,,,SonicMaster,vân tay,,,,bạc,,"2 x USB 3.2 Gen1 Type-A
1 x USB 3.2 Gen1 Type-C
1 x USB 2.0
1 x HDMI 1.4
1 x Jack Audio™ 3.5mm
1 x DC-in",,"14 inch 2.8K (2880 x 1800) OLED BEND GLARE NON-TOUCH,400NITS(HDR),DCI-P3:100%,90HZ",,,không,,,,Laptop Asus Vivobook 14 OLED M1405YA-KM047W Bạc,13950000.0,Máy tính xách tay,Vivobook 14 OLED M1405YA-KM047W,,"Wi-Fi 6E(802.11ax) (Dual band) 1*1, Bluetooth 5.0",720p HD Camera với nắp che vật lí,,,,,,,,,,,,,,
MSI,31.4 x 22.75 x 1.79 mm,1.5 kg,,"Intel Core i5-13500H ( 2.6 GHz - 4.7 GHz / 18MB / 12 nhân, 16 luồng )",16GB Onboard LPDDR5 4800MHz Hỗ trợ tối đa 32GB ),512GB SSD M.2 NVMe,,,Intel Iris Xe Graphics,"4 cell 72 Wh , Pin liền",Windows 11 Home,,,2x 2W Speaker,Vân tay,Micro SD,,,silver,,"2 x USB Type C / DisplayPort / ThunderBolt 
1 x USB 3.2 
1 x micro SD card slot
1 x HDMI",M.2 NVMe,"14 inch ( 1920 x 1200 ) Full HD+ IPS không cảm ứng , FHD webcam",,,,,,,Laptop MSI Prestige 14 Evo B13M 401VN Bạc,24291000.0,,Prestige 14 Evo B13M 401VN,1 x M.2 NVMe,,IR HD type (30fps@720p),,,,,,,,,,,,,,
MSI,359 x 241 x 19.9 mm (Dài x Rộng x Dày),1.7 kg,,"AMD Ryzen 7 7730U ( 2.0 GHz - 4.5 GHz / 16MB / 8 nhân, 16 luồng )",8GB Onboard DDR4 3200Mhz Onboard (Không nâng cấp),,,,AMD Radeon Graphics,"3 cell 40 Wh , Pin liền",Windows 11 Home,WiFi 802.11ax (Wifi 6),,2x 2W Speaker,,,,,Đen,,"1 x HDMI 
1 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2 
2 x USB 2.0
1 x DC-in
1 x MicroSD Reader
1 x Jack Audio™ 3.5mm",M.2 NVMe,"15.6 inch Full HD (1920 x 1080) IPS-Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB",,,,,,,Laptop MSI Modern 15 B7M 098VN Đen,11990000.0,,MSI Modern 15 B7M-098VN,1 x M.2 NVMe,,HD 720p 30fps,,,,,,,,,,,,,,
MSI,319 x 223 x 19.35 mm,1.40 kg,,"Intel Core i7-1355U ( 1.7 GHz - 5.0 GHz / 12MB / 10 nhân, 12 luồng )",16GB Onboard DDR4  3200MHz Hỗ trợ tối đa 16GB ),,,,Intel Iris Xe Graphics,"3 cell 40 Wh , Pin liền",Windows 11 Home,Intel Wi-Fi 6 AX201 (2x2 ),,,,,,,black,,"1x Jack Audio™ 3.5mm
1x Type-C (USB3.2 Gen2 / DP) with PD charging
1x Type-A USB 3.2 Gen2
2x Type-A USB2.0
1x HDMI
1x Micro SD Card Reader",M.2 NVMe,"14 inch FHD (1920 x 1080) IPS -Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB",,,,,,,Laptop MSI Modern 14 C13M-607VN Đen,16490000.0,,Modern 14 C13M-607VN,1 x M.2 NVMe,,HD type (30fps@720p),,,,,,,,,,,,,,
Acer,32.1 x 21.08 x 1.59 cm,1.2 kg,,"Intel Core i7-1260P ( 2.1 GHz - 4.7 GHz / 18MB / 12 nhân, 16 luồng )",16GB LPDDR4X 4267MHz,1TB SSD M.2 NVMe,,,Intel Iris Xe Graphics,"56 Wh , Pin liền",Windows 11 Home,,,,Vân tay,,,,Gold,,"1 x HDMI 
2 x USB 3.2 
2 x Thunderbolt 4
1 x Audio combo",M.2 NVMe,"14 inch QHD (2560 x 1440) IPS SlimBezel, 60Hz, Acer ComfyView LED-backlit TFT LCD",,,,,,,Laptop Acer Swift 3 SF314-512-741L,,Máy tính xách tay,Acer Swift 3 SF314-512-741L (NX.K7JSV.001),1 x M.2 NVMe,"WiFi 802.11ax (Wi-Fi 6), Bluetooth 5.2",Có,,,,,,,,,,,,,,
Acer,36.23 x 23.74 x 1.99 mm,2.1 kg,,"Intel Core i5-12450H ( 2.0 GHz - 4.4 GHz / 12MB / 8 nhân, 12 luồng )",,512GB SSD M.2 NVMe,,,Intel UHD Graphics,"3 cell 50 Wh , Pin liền",Windows 11 Home,,,,Vân tay,,,,,,"1x USB Type-C™ port (supporting USB 3.2 Gen 2 (up to 10 Gbps); DisplayPort over USB-C; Thunderbolt™ 4; USB charging 5V - 3A; DC-in port 20V - 65W)
1x USB 3.2 Gen 1 featuring power off USB charging
2x USB 3.2 Gen 1
1x HDMI ® 2.0 port with HDCP support
1x DC-in jack for AC adapter
1x Ethernet (RJ-45) port
1x Jack Audio™ 3.5mm",M.2 NVMe,"15.6 inch FHD (1920 x 1080) IPS , Slim Bezel, Acer ComfyView™",,,Không có,,,,Laptop Acer Aspire 7 A715-76-57CY,12990000.0,Máy tính xách tay,Acer Aspire 7 A715-76-57CY (NH.QGESV.004),1 x M.2 NVMe,WiFi 802.11ax (Wifi 6) +  Bluetooth 5.1,720p HD video at 30 fps with Temporal Noise Reduction,,,,,,,,,,,,,,
MSI,359.36 x 250.34 x 21.95~22.9 mm,1.98 kg,,Intel Core i5-12450H (3.3GHz~4.4GHz) 8 Cores 12 Threads,"8GB (1 x 8GB) DDR5 4800MHz (2x SO-DIMM socket, up to 64GB SDRAM)",512GB NVMe PCIe SSD Gen4x4,,,NVIDIA GeForce RTX 4050 6GB GDDR6,"3 cell 53 Wh , Pin liền",Windows 11 Home,,,,,,,Single Backlit Keyboard (Blue),,,"1x Type-C (USB3.2 Gen1 / DP)
2x Type-A USB 3.2 Gen1
1x HDMI ™ 2.1 (4K @ 60Hz)
1x RJ45
1x Jack Audio™ 3.5mm",1 x M.2 NVMe,"15.6 Inch FHD (1920x1080), 144Hz, IPS-Level, 45% NTSC, 65% sRGB, Anti-glare",,,không,,,,Laptop MSI Cyborg 15 A12VE 412VN Đen,18790000.0,Máy tính xách tay,MSI Cyborg 15 A12VE 412VN,1 x M.2 NVMe,Wi-Fi 6 802.11ax +  Bluetooth 5.2,HD type (30fps@720p),,,,,,,,,,,,,,
Acer,35.67 x 24.23 x 1.295 - 1.395 cm,1.1 kg,,"AMD Ryzen 7 PRO 6850U ( 2.7 GHz - 4.7GHz / 16MB / 8 nhân, 16 luồng )",32GB Onboard LPDDR5 6400MHz Không nâng cấp được ),1TB SSD M.2 NVMe,,,AMD Radeon 680M,54Wh 3-cell Li-ion,Windows 11 Pro,,,,Vân tay,,,,,,"2 x USB 3.2 (Type-C)
2 x USB 3.2 
1 x HDMI
1 x headset/speaker jack",M.2 NVMe,"16 inch WQUXGA (3840x2400) OLED 16:10, DCI-P3 100%, 400nits, Acer CineCrystal™",,,,,,,Laptop Acer Swift Edge SFA16-41-R9WB,43500000.0,Máy tính xách tay,Swift Edge SFA16-41-R9WB (NX.KD7SV.001),1 x M.2 NVMe,"Wi-Fi 6E , Bluetooth 5.2",Có,,,,,,,,,,,,,,
MSI,319 x 223 x 19.35 mm,1.40 kg,,"Intel Core i5-1335U ( 1.3 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng )",1 x 16GB DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),,,,Intel Iris Xe Graphics,"3 cell 54 Wh , Pin liền",Windows 11 Home,Intel Wi-Fi 6 AX201 (2x2 ),,,,,,,rose,,"1x Jack Audio™ 3.5mm
1x Type-C (USB3.2 Gen2 / DP) with PD charging
1x Type-A USB 3.2 Gen2
2x Type-A USB2.0
1x HDMI
1x Micro SD Card Reader",M.2 NVMe,"14 inch FHD (1920 x 1080) IPS -Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB",,,,,,,Laptop MSI Modern 14 C13M 612VN Rose,15490000.0,,Modern 14 C13M 612VN,1 x M.2 NVMe,,HD type (30fps@720p),,,,,,,,,,,,,,
MSI,319 x 223 x 19.35 mm,1.40 kg,,"Intel Core i5-1335U ( 1.3 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng )",1 x 8GB DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),,,,Intel Iris Xe Graphics,"3 cell 54 Wh , Pin liền",Windows 11 Home,Intel Wi-Fi 6 AX201 (2x2 ),,,,,,,rose,,"1x Jack Audio™ 3.5mm
1x Type-C (USB3.2 Gen2 / DP) with PD charging
1x Type-A USB 3.2 Gen2
2x Type-A USB2.0
1x HDMI
1x Micro SD Card Reader",M.2 NVMe,"14 inch FHD (1920 x 1080) IPS -Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB",,,,,,,Laptop MSI Modern 14 C13M 610VN Hồng,14990000.0,,Modern 14 C13M 610VN,1 x M.2 NVMe,,HD type (30fps@720p),,,,,,,,,,,,,,
MSI,319 x 223 x 19.35 mm,1.40 kg,,"Intel Core i5-1335U ( 1.3 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng )",1 x 8GB DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),,,,Intel Iris Xe Graphics,"3 cell 54 Wh , Pin liền",Windows 11 Home,Intel Wi-Fi 6 AX201 (2x2 ),,,,,,,silver,,"1x Jack Audio™ 3.5mm
1x Type-C (USB3.2 Gen2 / DP) with PD charging
1x Type-A USB 3.2 Gen2
2x Type-A USB2.0
1x HDMI
1x Micro SD Card Reader",M.2 NVMe,"14 inch FHD (1920 x 1080) IPS -Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB",,,,,,,Laptop MSI Modern 14 C13M 609VN Silver,13790000.0,,Modern 14 C13M 609VN,1 x M.2 NVMe,,HD type (30fps@720p),,,,,,,,,,,,,,
MSI,319 x 223 x 19.35 mm,1.40 kg,,"Intel Core i5-1335U ( 1.3 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng )",1 x 16GB DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),,,,Intel Iris Xe Graphics,"3 cell 54 Wh , Pin liền",Windows 11 Home,Intel Wi-Fi 6 AX201 (2x2 ),,,,,,,silver,,"1x Jack Audio™ 3.5mm
1x Type-C (USB3.2 Gen2 / DP) with PD charging
1x Type-A USB 3.2 Gen2
2x Type-A USB2.0
1x HDMI
1x Micro SD Card Reader",M.2 NVMe,"14 inch FHD (1920 x 1080) IPS -Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB",,,,,,,Laptop MSI Modern 14 C13M 611VN Sliver,15490000.0,,Modern 14 C13M 611VN,1 x M.2 NVMe,,HD type (30fps@720p),,,,,,,,,,,,,,
MSI,319 x 223 x 19.35 mm,1.40 kg,,"Intel Core i5-1335U ( 1.3 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng )",1 x 16GB DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),,,,Intel Iris Xe Graphics,"3 cell 54 Wh , Pin liền",Windows 11 Home,Intel Wi-Fi 6 AX201 (2x2 ),,,,,,,Đen,,"1x Jack Audio™ 3.5mm
1x Type-C (USB3.2 Gen2 / DP) with PD charging
1x Type-A USB 3.2 Gen2
2x Type-A USB2.0
1x HDMI
1x Micro SD Card Reader",M.2 NVMe,"14 inch FHD (1920 x 1080) IPS -Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB",,,,,,,Laptop MSI Modern 14 C13M 608VN Đen,15890000.0,,Modern 14 C13M 608VN,1 x M.2 NVMe,,HD type (30fps@720p),,,,,,,,,,,,,,
Dell,358.5 x 235.56 x 16.96~18.99 mm,1.62 kg,,Intel Core i7-1335U (Up to 5.0GHz) 10 Cores 12 Threads,,512GB SSD M.2 PCIe,,,Intel Iris Xe Graphics,54Wh,Windows 11 Home SL,,,,,,,,,,"1 x USB 3.2 Gen1 Type-A
1 x USB 3.2 Type-C 
1 x USB 2.0
1 x HDMI 1.4 port
1 x SD card slot
1 x Jack Audio™ 3.5mm",,"15.6-inch FHD (1920 x 1080), 120Hz,WVA Anti-glare  LED Backlit 250 Nits Narrow Border",,,no,,,,Laptop Dell Inspiron 15 3530 71011775 Đen,19550000.0,Máy tính xách tay,Inspiron 15 3530 71011775,,"Wi-Fi 6 802.11ax , Bluetooth 5.2",720P HD Camera,,,,,,,,,,,,,,
Asus,317.1 x 222.5 x 18.9 mm,1.4 kg,,Intel Core i5-13500H 2.6GHz up to 4.7GHz 18MB,,"512GB M.2 NVMe™ PCIe® 3.0 SSD (1 slot, support M.2 2280 PCIe 3.0x4)",,,Intel Iris Xe Graphics,3 Cells 63WHrs,Windows 11 Home,,,SonicMaster,vân tay,,,,,,"1x USB 3.2 Gen 1 Type-C
2x USB 3.2 Gen 1 Type-A
1x HDMI 1.4
1x DC-in
1x Jack Audio™ 3.5mm",,"14"" 2.8K (2880 x 1800) OLED 16:10 aspect ratio, 90Hz/0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, Contrast ratio: 1,000,000:1, VESA CERTIFIED Display HDR True Black 600",,,không,,,,Laptop Asus Vivobook 14X OLED S3405VA-KM072W Đen,17990000.0,Máy tính xách tay,Vivobook 14X OLED S3405VA-KM072W,,"Wi-Fi 6E(802.11ax) (Dual band) (2x2), Bluetooth 5.0",720p HD camera With privacy shutter,,,,,,,,,,,,,,
Asus,35.5 x 24.3 x 2.05 ~ 2.29 cm,2.00 Kg,,Intel Core i7-13620H 2.4GHz up to 4.9GHz 24MB,,16GB Onboard DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 48GB ),,,NVIDIA® GeForce RTX™ 4050 6GB GDDR6,"90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,,,,Không có,,,,Xám,,"1 Jack Audio™ 3.5mm 
1x HDMI 2.1 FRL
2x USB 3.2  thế hệ 2 Type-A
1x USB 3.2 thế hệ 2 Type-C hỗ trợ DisplayPort™/Power Delivery
1x cổng LAN RJ45
1x cổng Thunderbolt™ 4 hỗ trợ DisplayPort™ / power delivery
1 x đầu đọc thẻ (microSD) (UHS-II)",M.2 NVMe,"16"" WUXGA (1920x1200) 16:10 165Hz, IPS, 100% sRGB, 250NITS, GSync, Support Dolby Vision HDR",,,512GB PCIe® 4.0 NVMe™ M.2,,,,Laptop Asus ROG Zephyrus G16 GU603VU-N3898W Xám,40900000.0,Máy tính xách tay,ROG Zephyrus G16 GU603VU-N3898W,2 x M.2 NVMe,"Bluetooth 5.2, Intel Wi-Fi 6E(802.11ax) 2*2",Camera 720P HD IR hồng ngoại cho Windows Hello,,,,,,,,,,,,,,
HP,35.79 x 25.5 x 2.35 cm,2.3 kg,,"Intel Core i7-12700H ( 2.3 GHz - 4.7 GHz / 24MB / 14 nhân, 20 luồng )",,8GB DDR4 3200MHz (2 Khe cắm),,,NVIDIA GeForce RTX 3050 4GB GDDR6,"4 cell 70 Wh, Pin liền",Windows 11 Home,,Bluetooth 5.3,,,,,,đen,,"1 x USB Type-C / DisplayPort  / Power Delivery
2 x USB 3.2 
1x HDMI 2.1
1x RJ-45
1x 3.5 mm headphone/speaker jack
DC-in jack for AC adapter",M.2 NVMe,"15.6 inch FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",,,512GB SSD M.2 NVMe,,,,Laptop HP VICTUS 15-fa0110TX 7C0R3PA Đen,25390000.0,Máy tính xách tay,HP VICTUS 15-fa0110TX 7C0R3PA Đen,1 x M.2 NVMe,WiFi 802.11ax (Wi-Fi 6),HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,,,,,,,,,,,,,,
Asus,,,2.2 kg,AMD Ryzen 7 7735HS 3.2GHz up to 4.75GHz 16MB,"8GB DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB PCIe® 4.0 NVMe™ M.2 SSD (2230) (Còn trống 1 khe SSD M.2 PCIE),,,NVIDIA® GeForce RTX™ 4060 8GB GDDR6,4 Cell 90WHrs,Windows 11 Home,,,2 Loa,,,,,Jaeger Gray,,"1x Type C USB 4 support DisplayPort / G-SYNC
1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC
2x USB 3.2  Gen 1 Type-A
1x RJ45 LAN port
1x HDMI 2.1 FRL
1x Jack Audio™ 3.5mm",M.2 NVMe,"15.6"" FHD  (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 72% NTSC, 100% sRGB, 75.35% Adobe RGB, G-Sync",Full box,,,,,,Laptop Asus TUF Gaming A15 FA507NU-LP034W Xám,24950000.0,,TUF Gaming A15 FA507NU-LP034W,2 x M.2 NVMe,,,,,,,,,,,,,,,,
,,,1.39 kg,,,512GB SSD M.2 NVMe,,,Intel® Iris Xe Graphics,"4-cell Li-ion, 75 Wh",Windows 11 Home,Wi-Fi 6E(802.11ax) (Dual band) 2*2,,Harman/kardon (Premium) with Cortana and Alexa voice-recognition support,vân tay,,,Keyboard Laptop + Touchpad,,,"1x USB 3.2 Gen 2 Type-A
2x ThunderBolt™ 4  4 supports display / power delivery
1x HDMI 1.4
1x Jack Audio™ 3.5m
1x Đầu đọc thẻ Micro SD",M.2 NVMe,"14-inch WQXGA+ (2880 x 1800) OLED 16:10 aspect ratio, 90Hz refresh rate, 600nits peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, Screen-to-body ratio: 90％","Adapter, tài liệu, sách",,,,,,Laptop Asus ZenBook 14 OLED UX3402VA-KM068W Xanh,26450000.0,,Zenbook 14 OLED UX3402VA-KM068W,1 x M.2 NVMe,,,720p HD camera With privacy shutter,,,,,,,,,,,,,
,,,1.50 kg,,,512GB SSD M.2 NVMe,,,Intel Iris Plus Graphics,"4-cell Li-ion, 75 Wh",Windows 11 Home,Wifi 802.11ax (Wifi 6),,Harman/kardon (Premium) with Cortana and Alexa voice-recognition support,vân tay,,,Keyboard Laptop + Touchpad,,,"1x USB 3.2 Gen 2 Type-A
2x ThunderBolt™ 4  4 supports display / power delivery
1x HDMI 1.4
1x Jack Audio™ 3.5m
1x Đầu đọc thẻ Micro SD",M.2 NVMe,"14 inch OLED 2.8K (2880 x 1800)  16:10 aspect ratio, 550nits, 90Hz, 00% DCI-P3, PANTONE Validated, Touch screen, With stylus support, Screen-to-body ratio: 88 ％","Adapter, tài liệu, sách",,,,,,Laptop Asus Zenbook Flip UP3404VA-KN038W Xanh,24890000.0,,Zenbook 14 Flip UP3404VA-KN038W,1 x M.2 NVMe,,,720p HD camera With privacy shutter,,,,,,,,,,,,,
,,,1.50 kg,,,512GB SSD M.2 NVMe,,,Intel Iris Plus Graphics,"4-cell Li-ion, 75 Wh",Windows 11 Home,Wifi 802.11ax (Wifi 6),,Harman/kardon (Premium) with Cortana and Alexa voice-recognition support,vân tay,,,Keyboard Laptop + Touchpad,,,"1x USB 3.2 Gen 2 Type-A
2x ThunderBolt™ 4  4 supports display / power delivery
1x HDMI 1.4
1x Jack Audio™ 3.5m
1x Đầu đọc thẻ Micro SD",M.2 NVMe,"14 inch OLED 2.8K (2880 x 1800)  16:10 aspect ratio, 550nits, 90Hz, 00% DCI-P3, PANTONE Validated, Touch screen, With stylus support, Screen-to-body ratio: 88 ％","Adapter, tài liệu, sách",,,,,,Laptop Asus Zenbook 14 Flip OLED UP3404VA-KN039W Xanh,28950000.0,,Zenbook 14 Flip OLED UP3404VA-KN039W,1 x M.2 NVMe,,,720p HD camera With privacy shutter,,,,,,,,,,,,,
HP,"32,19 x 21,39 x 1,99 cm",1.4 kg,,"Intel Core i7-1255U ( 1.7 GHz - 4.7GHz / 12MB / 10 nhân, 12 luồng )",,,,,Intel Iris Xe Graphics,"3 cell 51 Wh , Pin liền",Windows 11 Home,,,,Vân tay,,,,Silver,,"1 x HDMI 
1 x USB Type C / DisplayPort  / Power Delivery
3 x USB 3.1
1 x SD card slot , LAN 1 Gb/s
1 x Headphone/ Jack Audio™ 3.5mm
1 x AC power port",M.2 NVMe,"14.0 inch FHD (1920 x 1080), IPS, narrow bezel, Anti-glare, 250 nits, 45% NTSC",,,512GB SSD M.2 NVMe,,,,Laptop HP Probook 440 G9 6M0X7PA Bạc,20950000.0,Máy tính xách tay,Probook 440 G9 6M0X7PA,1 x M.2 NVMe,Wi-Fi 802.11ax (Wifi 6)   + Bluetooth,720p HD privacy camera,,,,,,,,,,,,,,
MSI,359 x 241 x 19.9 mm (Dài x Rộng x Dày),1.7 kg,,"Intel Core i7-1355U (tối đa 5.00 GHz, 12MB)",8GB Onboard DDR4 3200MHz Hỗ trợ tối đa 16GB ),,,,Intel Iris Xe Graphics,"3 cell 40 Wh , Pin liền",Windows 11 Home,WiFi 802.11ax (Wifi 6),,2x 2W Speaker,,,,,Đen,,"1 x HDMI 
1 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2 
2 x USB 2.0
1 x DC-in
1 x MicroSD Reader
1 x Jack Audio™ 3.5mm",M.2 NVMe,"15.6 inch Full HD (1920 x 1080) IPS-Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB",,,,,,,Laptop MSI Modern 15 B13M-438VN Đen,13490000.0,,MSI Modern 15 B13M-438VN,1 x M.2 NVMe,,HD type (30fps@720p),,,,,,,,,,,,,,
Dell,,,"1,36 kg",,,256GB M.2 256GB PCIe NVMe,,,Intel Iris Xe Graphics,"3 Cell, 41 Whr",Win 11 Home,,Bluetooth 5.2,,,,,Keyboard Laptop + Touchpad,,,"1 x RJ-45 Ethernet
1 x USB 3.2 Gen 1
1 x USB 3.2 Gen 1 với PowerShare
2 x Thunderbolt™ 4 cổng với DisplayPort Alt Mode/USB Type-C/USB4/Power Delivery
1 x HDMI 2.0",,"14.0 inch FHD (1920x1080) Anti-glare, Non-Touch, WVA, 250 nits",Full box,,,,,,Laptop Dell Latitude 5430 71004111,16890000.0,,Dell Latitude 5430 71004111 (P137G005),,,,,,,,,,,,,,,,,
Dell,357.26 x 274.52 x 26.95 (mm),2.81 kg,,"Intel Core i7-13650HX (upto 4.90 GHz, 24MB)",,512GB PCIe NVMe M.2 SSD,,,NVIDIA® GeForce RTX™ 4050 6GB GDDR6,3 Cell 56WHrs,Windows 11 Home,,,Stereo speakers,,,,,,,"3x USB 3.2 Gen 1
1x Audio jack
1x HDMI 2.1
1 RJ45 Ethernet port",,15.6 inch FHD(1920 x 1080) 165Hz 300 nits WVA Anti-glare LED Backlit Narrow Border Display,,,không,,,,Laptop Dell Gaming G15 5530 i7H165W11GR4050 Xám,38900000.0,Máy tính xách tay,Dell Gaming G15 5530 i7H165W11GR4050,,"Wi-Fi 6 802.11ax , Bluetooth 5.2",HD (720p) Webcam with single Array Digital Microphone,,,,,,,,,,,,,,
Dell,358.5 x 235.56 x 16.96~18.99 mm,1.84 kg,,"Intel Core i5-1335U (12MB Cache, Turbo Boost 4.6GHz)",,512GB SSD M.2 PCIe,,,Intel UHD Graphics,3 Cell 41Whr,Windows 11 Home SL,,,,,,,,,,"1 x USB 3.2 Gen1 Type-A
1 x USB 3.2 Type-C 
1 x USB 2.0
1 x HDMI 1.4 port
1 x SD card slot
1 x Jack Audio™ 3.5mm",,"15.6-inch FHD (1920 x 1080), 120Hz,WVA Anti-glare  LED Backlit 250 Nits Narrow Border",,,no,,,,Laptop Dell Inspiron 3530 N3530-i5U085W11BLU Đen,15990000.0,Máy tính xách tay,Inspiron 3530 N3530-i5U085W11BLU,,"Wi-Fi 6 802.11ax , Bluetooth 5.2","720p at 30 fps HD camera, single-integrated microphone",,,,,,,,,,,,,,
