Tên sản phẩm,Giá bán,Thương hiệu,Bảo hành,Mô tả bảo hành,CPU,NPU,Chip đồ họa,Màn hình,Webcam,Ram,Lưu trữ,Cổng kết nối,Kết nối không dây,Bàn phím,Hệ điều hành,Kích thước,Pin,Khối lượng,Bảo mật,Đèn LED trên máy,Trong hộp có gì,Series model,Tên,Part-number,Màu sắc,Nhu cầu,Âm thanh,Chất liệu,Dung lượng RAM,Dung lượng SSD,"Kích thước, khối lượng",Công suất pin,Cổng HDMI,Tính năng đặc biệt
Laptop HP Elite Dragonfly G2  (i7-1165G7/ Onboard graphics/ 16GB/ 512GB/,49.990.000₫,HP,36 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i7-1165G7 ( 2.8 GHz - 4.7 GHz / 12MB / 4 nhân, 8 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"13.3"" ( 1920 x 1080 ) Full HD IPS , 60Hz , cảm ứng",HD webcam,16GB Onboard LPDDR4X 4266MHz Không nâng cấp được ),512GB SSD M.2 NVMe,"1 x USB 3.1
2 x Thunderbolt 4
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , không phím số , không đèn",Windows 11 Pro,30.43 x 19.75 x 1.61 cm,"2 cell 38 Wh , Pin liền",1 kg,Vân tay,không đèn,"Adapter, dây nguồn,…",HP Elite,Elite Dragonfly G2 (25W59AV),25W59AV,Xanh,,,,,,,,,
Laptop HP 14s-fq1065AU,17.890.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"AMD Ryzen™ 5 5500U ( 2.1 GHz - 4.0 GHz / 8MB / 6 nhân, 12 luồng ), AMD",,Onboard graphics AMD Radeon™ Graphics,"14"" ( 1366 x 768 ) WXGA SVA , 60Hz , không cảm ứng , 250 nits , 45% NTSC",HD webcam,2 x 4GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),512GB SSD M.2 NVMe,"1 x USB Type C
2 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","Bàn phím thường , có phím số , LED",Windows 11 Home,32.4 x 22.5 x 1.79 cm,3 cell Pin rời,1.5 kg,,không đèn,"Adapter, dây nguồn",HP 14s,14s-fq1065AU (4K0Z5PA),4K0Z5PA,Bạc,,,,,,,,,
Laptop Acer Predator Helios 300 PH315-55-76KG,48.490.000₫,Acer,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i7-12700H ( 2.3 GHz - 4.7GHz / 24MB / 14 nhân, 20 luồng ), Non-EVO",,"GeForce RTX™ 3060 6GB GDDR6 Intel® Iris® Xe Graphics ( 1742MHz , 130W","15.6"" ( 2560 x 1440 ) WQHD 16:9 , IPS , 165Hz , không cảm ứng , ComfyView",HD webcam,2 x 8GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),512GB SSD M.2 NVMe,"1 x USB Type C / Thunderbolt
3 x USB 3.2
1 x 3.5 mm
1 x HDMI
1 x mini DisplayPort
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , RGB",Windows 11 Home SL,35.94 x 27.64 x 2.555 cm,4 cell 90 Wh,2.4 kg,,,Cáp + Sạc,Acer Predator,Predator Helios 300 PH315-55-76KG (NH.QGPSV.001),NH.QGPSV.001,Đen,,,,,,,,,
Laptop Asus TUF Gaming FA507RR-HN835W,41.090.000₫,Asus,24 tháng,Bảo hành Pin 12 tháng,"AMD Ryzen™ 7 6800H ( 3.2 GHz - 4.7 GHz / 16MB / 8 nhân, 16 luồng ), AMD",,"GeForce RTX™ 3070 8GB GDDR6 AMD Radeon 680M ( 1460MHz , 140W","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 250 nits , 45% NTSC , Màn hình chống lóa",HD webcam,1 x 16GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),512GB SSD M.2 NVMe,"1 x USB Type C / DisplayPort, 1 x USB 3.2 Type C
2 x USB 3.2
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , RGB",Windows 11 Home,35.4 x 25.1 x 2.49 cm,4 cell 90 Wh,2.2 kg,,,,ASUS TUF Gaming,TUF Gaming FA507RR-HN835W,90NR0B32-M00410,Xám,,Dolby Atmos,,,,,,,
Laptop HP Pavilion Aero 13-be0229AU,23.590.000₫,HP,36 tháng,Bảo hành Pin 12 tháng,"AMD Ryzen™ 7 5800U ( 1.9 GHz - 4.4 GHz / 16MB / 8 nhân, 16 luồng ), AMD",,Onboard graphics AMD Radeon™ Graphics,"13.3"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng , 400 nits , 100% sRGB",HD webcam,8GB Onboard DDR4 3200MHz Không nâng cấp được ),512GB SSD M.2 NVMe,"1 x USB Type C / DisplayPort / Power Delivery
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , không đèn",Windows 11 Home,29.7 x 20.9 x 1.69 cm,"3 cell 43 Wh , Pin liền",0.9 kg,Vân tay,không đèn,"Adapter, dây nguồn,…",HP Pavilion,Pavilion Aero 13-be0229AU (64U91PA),64U91PA,Bạc,,HP Audio Boost,,,,,,,
Laptop Asus ROG Strix G G513RC-HN038W,26.990.000₫,Asus,24 tháng,Bảo hành Pin 12 tháng,"AMD Ryzen™ 7 6800HS ( 3.2 GHz - 4.7 GHz / 16MB / 8 nhân, 16 luồng ), AMD",,"GeForce RTX™ 3050 4GB GDDR6 AMD Radeon 680M ( 1840MHz , 80W","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 63% sRGB , Adaptive Sync",,1 x 8GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB 3.2 Type C
3 x USB 3.2
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , RGB",Windows 11 Home,35.4 x 25.9 x 2.06 ~ 2.59 cm,"4 cell 56 Wh , Pin liền",2.1 kg,,,Adapter,ASUS ROG Gaming,ROG Strix G G513RC-HN038W,,Xám,,Smart Amp Technology,,,,,,,
Laptop Asus Vivobook Pro M3401QA-KM025W,12.990.000₫,Asus,24 tháng,Bảo hành Pin 12 tháng,"AMD Ryzen™ 7 5800H ( 3.2 GHz - 4.4 GHz / 16MB / 8 nhân, 16 luồng ), AMD",,Onboard graphics AMD Radeon™ Graphics,"14"" ( 2880 x 1800 ) 2.8K OLED , 60Hz , không cảm ứng , 600 nits , 100% DCI-P3",HD webcam,8GB Onboard DDR4,512GB SSD M.2 NVMe,"1 x USB 3.2 Type C
1 x USB 3.2
2 x USB 2.0
1 x micro SD card slot
1 x 3.5 mm
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , LED",Windows 11 Home,31.74 x 22.85 x 1.92 cm,3 cell 63 Wh,1.5 kg,Vân tay,không đèn,,ASUS Vivobook,Vivobook Pro M3401QA-KM025W,,Bạc,,,,,,,,,
Laptop HP ProBook 450 G8,20.990.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-1135G7 ( 2.4 GHz - 4.2 GHz / 8MB / 4 nhân, 8 luồng ), Non-EVO",,Onboard graphics Intel® UHD Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng",HD webcam,1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),512GB SSD M.2 NVMe ( 1 x M.2 SATA/NVMe ),"3 x USB 3.1
Có
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , có phím số , không đèn",Windows 11 Home,35.94 x 23.39 x 1.99 cm,"3 cell 45 Wh , Pin liền",1.8 kg,Vân tay,,"Adapter, dây nguồn",HP Probook,ProBook 450 G8 (614K3PA),614K3PA,Bạc,,,,,,,,,
Laptop Acer Nitro 5 Tiger AN515-58-773Y,33.790.000₫,Acer,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i7-12700H ( 2.3 GHz - 4.7GHz / 24MB / 14 nhân, 20 luồng ), Non-EVO",,GeForce RTX™ 3050Ti 4GB GDDR6 Intel® UHD Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng",HD webcam,2 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort
3 x USB 3.2
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , RGB",Windows 11 Home,36.04 x 27.109 x 2.59 cm,4 cell 57 Wh,2.5 kg,,không đèn,Cáp + Sạc,Acer Nitro,Nitro 5 Tiger AN515-58-773Y (NH.QFKSV.001.16G),NH.QFKSV.001,Đen,"Gaming, Đồ họa - Kỹ thuật",DTS X:Ultra Audio,,,,,,,
Laptop HP Pavilion 14-dv1031TU,18.990.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-1155G7 ( 2.5 GHz - 4.5 GHz / 8MB / 4 nhân, 8 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"14"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng , 250 nits , 45% NTSC",HD webcam,2 x 4GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),512GB SSD M.2 NVMe ( 1 x M.2 SATA/NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
Có
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , không phím số , không đèn",Windows 11 Home,32.5 x 21.66 x 1.7 cm,"3 cell 43 Wh , Pin liền",1.4 kg,,,"Adapter, dây nguồn",HP Pavilion,Pavilion 14-dv1031TU (5Z9U0PA),5Z9U0PA,Bạc,,HP Audio Boost,,,,,,,
Laptop HP Pavilion 14-dv2071TU,25.190.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i7-1255U ( 1.7 GHz - 4.7 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"14"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng , 250 nits , 45% NTSC",HD webcam,2 x 8GB DDR4 3200MHz ( 2 Khe cắm,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , không đèn",Windows 11 Home SL,32.5 x 21.66 x 1.70 cm,"3 cell 41 Wh , Pin liền",1.4 kg,,không đèn,"Adapter, dây nguồn,…",HP Pavilion,Pavilion 14-dv2071TU (7C0W0PA),7C0W0PA,Gold,"Văn phòng, Doanh nghiệp, Học sinh - Sinh viên",HP Audio Boost,,,,,,,
Laptop HP Envy x360 13-bd0531TU,24.990.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-1135G7 ( 2.4 GHz - 4.2 GHz / 8MB / 4 nhân, 8 luồng ), Intel EVO",,Onboard graphics Intel® UHD Graphics,"13.3"" ( 1920 x 1080 ) Full HD IPS , 60Hz , cảm ứng , 500 nits , 100% DCI-P3",HD webcam,8GB Onboard DDR4 2933MHz,256GB SSD M.2 NVMe,"1 x Thunderbolt 4
Có
1 x 3.5 mm
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , không phím số , không đèn",Windows 11 Home,30.65 x 19.46 x 1.64 cm,"3 cell 51 Wh , Pin liền",1.35 kg,Vân tay,không đèn,"Adapter, dây nguồn, bút cảm ứng,.",HP Envy,Envy x360 13-bd0531TU (4Y1D1PA),4Y1D1PA,Vàng,,HP Audio Boost,,,,,,,
Laptop HP Envy X360 13-ay1056AU,30.290.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"AMD Ryzen™ 7 5800U ( 1.9 GHz - 4.4 GHz / 16MB / 8 nhân, 16 luồng ), AMD",,Onboard graphics AMD Radeon™ Graphics,"13.3"" ( 1920 x 1080 ) Full HD IPS , 60Hz , cảm ứng , 500 nits , 100% DCI-P3",HD webcam,1 x 8GB DDR4 3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),256GB SSD M.2 NVMe,"1 x USB Type C
Có
1 x 3.5 mm
1 x DisplayPort","WiFi 802.11ac , Bluetooth","Bàn phím thường , không phím số , LED",Windows 11 Home,30.65 x 19.46 x 1.64 cm,3 cell Pin liền,1.35 kg,,không đèn,"Bút, Dây nguồn, sách hướng dẫn",HP Envy,Envy X360 13-ay1056AU (601Q8PA),601Q8PA,Đen,,HP Audio Boost,,,,,,,
Laptop Asus VivoBook Pro M3401QA-KM006W,11.990.000₫,Asus,24 tháng,Bảo hành Pin 12 tháng,"AMD Ryzen™ 5 5600H ( 3.3 GHz - 4.2 GHz / 16MB / 6 nhân, 12 luồng ), AMD",,Onboard graphics AMD Radeon™ Graphics,"14"" ( 2880 x 1800 ) 2.8K 16:10 , OLED , 90Hz , không cảm ứng , 600 nits , 100% DCI-P3",HD webcam,8GB Onboard DDR4,512GB SSD M.2 NVMe,"1 x USB 3.2 Type C
1 x USB 3.2
2 x USB 2.0
1 x micro SD card slot
1 x 3.5 mm
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , LED",Windows 11 Home,31.74 x 22.85 x 1.93 cm,3 cell 63 Wh,1.4 kg,Vân tay,không đèn,,ASUS Vivobook,VivoBook Pro M3401QA-KM006W,90NB0VZ3-M01320,Bạc,"Văn phòng, Học sinh - Sinh viên, Doanh nhân",,,,,,,,
Laptop HP Elitebook 840 G8  (i7-1165G7/ Onboard graphics/ 16GB/ 512GB/,36.175.000₫,HP,36 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i7-1165G7 ( 2.8 GHz - 4.7 GHz / 12MB / 4 nhân, 8 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"14"" ( 1920 x 1080 ) Full HD 60Hz , không cảm ứng , Màn hình chống lóa",HD webcam,1 x 16GB DDR4 3200MHz,512GB SSD M.2 NVMe,"2 x USB 3.1
2 x Thunderbolt 4
1 x 3.5 mm
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , không phím số",Windows 10 Pro 64-bit,,3 cell 53 Wh,,,không đèn,,HP Elitebook,Elitebook 840 G8 (19X36AV_43834497),19X36AV43834497,Bạc,,,,,,,,,
Laptop Acer Aspire 7 A715-42G-R05G,20.490.000₫,Acer,12 tháng,Bảo hành Pin 12 tháng,"AMD Ryzen™ 5 5500U ( 2.1 GHz - 4.0 GHz / 8MB / 6 nhân, 12 luồng ), AMD",,GeForce GTX 1650 4GB GDDR6 AMD Radeon™ Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , Acer ComfyView",HD webcam,1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),512GB SSD M.2 NVMe,"1 x USB 3.2 Type C
2 x USB 3.2
1 x USB 2.0
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , LED",Windows 11 Home,36.34 x 25.45 x 2.29 cm,48 Wh,2.1 kg,,không đèn,Cáp + Sạc,Acer Aspire,Aspire 7 A715-42G-R05G (NH.QAYSV.007),NH.QAYSV.007,Đen,"Gaming, Đồ họa - Kỹ thuật",Acer TrueHarmony Technology,,,,,,,
Laptop Acer Swift 3 SF314-511-55QE,23.790.000₫,Acer,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-1135G7 ( 2.4 GHz - 4.2 GHz / 8MB / 4 nhân, 8 luồng ), Intel EVO",,Onboard graphics Intel® Iris® Xe Graphics,"14"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng , Acer ComfyView",HD webcam,16GB Onboard LPDDR4X 4266MHz Không nâng cấp được ),512GB SSD M.2 NVMe,"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x 3.5 mm
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , không phím số , LED",Windows 11 Home,32.28 x 21.22 x 1.59 cm,"56 Wh , Pin liền",1.2 kg,Vân tay,không đèn,,Acer Swift,Swift 3 SF314-511-55QE (NX.ABNSV.003),NX.ABNSV.003,Bạc,"Văn phòng, Học sinh - Sinh viên, Doanh nhân",Acer TrueHarmony Technology,,,,,,,
Laptop Acer Nitro 5 Eagle AN515-57-54MV,25.990.000₫,Acer,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-11400H ( 2.7 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng ), Non-EVO",,GeForce RTX™ 3050 4GB GDDR6 Intel® UHD Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng",HD webcam,1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"512GB SSD M.2 NVMe ( 1 x 2.5"" SATA /( 2 x M.2 NVMe )","1 x USB Type C / DisplayPort
3 x USB 3.2
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , RGB",Windows 11,36.34 x 25.5 x 2.39 cm,"4 cell 57 Wh , Pin liền",2.2 kg,,không đèn,,Acer Nitro,Nitro 5 Eagle AN515-57-54MV (NH.QENSV.003),NH.QENSV.003,Đen,"Gaming, Đồ họa - Kỹ thuật",Acer TrueHarmony Technology,,,,,,,
MacBook Air M1 2020 13 inch,30.990.000₫,Apple,12 tháng,,Apple M1 ( 8-Core CPU / 7-Core GPU ),,,"13.3"" ( 2560 x 1600 ) | Retina
HD webcam",,,,"2 x Thunderbolt 3 , 1 x 3.5 mm , 1 x SDXC Card Slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",,macOS,,,,,,,MacBook Air,"MacBook Air 2020 13.3"" MGNE3SA/A",,Gold,"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",,,8GB,512GB SSD,1.3 kg | 30.41 x 21.24 x 0.41–1.61 cm,53 Wh,1 x HDMI,
MacBook Air M1 2020 13 inch,16.990.000₫,Apple,12 tháng,,Apple M1 ( 8-Core CPU / 7-Core GPU ),,,"13.3"" ( 2560 x 1600 ) | Retina
HD webcam",,,,"2 x Thunderbolt 3 , 1 x 3.5 mm , 1 x SDXC Card Slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",,macOS,,,,,,,MacBook Air,"Macbook Air 13.3"" MGN63SA/A",,Space Grey,"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",,,8GB,256GB SSD,1.3 kg | 30.41 x 21.24 x 0.41–1.61 cm,50 Wh,1 x HDMI,
Laptop Dell Vostro 14 3405,17.390.000₫,Dell,12 tháng,Bảo hành Pin 12 tháng,"AMD Ryzen™ 5 3500U ( 2.1 GHz - 3.7 GHz / 4MB / 4 nhân, 8 luồng ), AMD",,Onboard graphics AMD Radeon Vega 8 Graphics,"14"" ( 1920 x 1080 ) Full HD WVA , 60Hz , không cảm ứng , Màn hình chống lóa",HD webcam,1 x 8GB DDR4 2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"512GB SSD M.2 NVMe ( 1 x 2.5"" SATA /( 1 x M.2 NVMe )","2 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","Bàn phím thường , không phím số , không đèn",Windows 10 Home SL 64-bit,32.87 x 23.95 x 1.99 cm,"3 cell 42 Wh , Pin liền",1.7 kg,,không đèn,,Dell Vostro,Vostro 14 3405 (3405-V4R53500U003W),V4R53500U003W,Đen,,,,,,,,,
"Apple MacBook Air Core i5 13.3""",36.990.000₫,Apple,12 tháng,,"Intel Core i5 ( 2 nhân, 4 luồng )",,,"13.3"" ( 2560 x 1600 ) | Retina
HD webcam",,,,"2 x Thunderbolt 3 , 1 x 3.5 mm , 1 x SDXC Card Slot","WiFi 802.11ac , Bluetooth 4.2",,macOS,,,,,,,MacBook Air,MacBook Air 2019 MVFN2SA/A,,Gold,"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",,,8GB,256GB SSD,1.3 kg | 30.4 x 21.2 x 1.6 cm,50 Wh,1 x HDMI,
Laptop Gigabyte Aorus Master 16 BYH-C5VNE64SH,99.990.000₫,Gigabyte,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ Ultra 9-275HX ( 2.7 GHz - 5.4 GHz / 36MB / 24 nhân, 24 luồng ), Intel AI",Intel® AI Boost 13 TOPS,"GeForce RTX™ 5080 16GB GDDR7 Intel® Graphics ( 1902MHz , 175W","16"" ( 2560 x 1600 ) WQXGA 16:10 , OLED , 165Hz , không cảm ứng , 500 nits , 100% DCI-P3 , Màn hình chống lóa , G-Sync",FHD webcam,2 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"2 x USB 3.2
1 x Thunderbolt 4, 1 x Thunderbolt 5
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s","Wi-Fi 7 (802.11be) , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , không phím số , RGB",Windows 11 Home SL,35.7 x 25.4 x 2.3~2.9cm,"99 Wh , Pin liền",2.3 kg,,RGB,"330W AC Adapter, dây nguồn",Gigabyte Aorus,Aorus Master 16 BYH-C5VNE64SH,C5VNE64SH,Đen,Gaming,Dolby Atmos,,,,,,,
Laptop Asus TUF Gaming F16 FX607VU-RL045W,28.490.000₫,Asus,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ 5 210H ( 2.2 GHz - 4.8 GHz / 12MB / 8 nhân, 12 luồng ), Non-EVO",,"GeForce RTX™ 4050 6GB GDDR6 Intel® Iris® Xe Graphics ( 2420MHz , 140W , 194 AI TOPs )","16"" ( 1920 x 1200 ) WUXGA 16:10 , IPS , 144Hz , không cảm ứng , 300 nits , 45% NTSC",HD webcam,1 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet , có phím số , LED",Windows 11 Home,35.4 x 25.1 x 2.21 ~ 2.67 cm,"4 cell 56 Wh , Pin liền",2.2 kg,,không đèn,"240W Adapter, dây nguồn",ASUS TUF Gaming,TUF Gaming F16 FX607VU-RL045W,90NR0N06-M00210,Xám,Gaming,Dolby Atmos,,,,,,,
Laptop Msi Katana 15 B13VEK-2416VN,26.990.000₫,Msi,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-13420H ( 2.1 GHz - 4.6GHz / 12MB / 8 nhân, 12 luồng ), Non-EVO",,GeForce RTX™ 4050 6GB GDDR6 Intel UHD Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng , 45% NTSC",HD webcam,1 x 16GB DDR5 5200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI
LAN 1 Gb/s","Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB 4 vùng",Windows 11 Home SEA,359 x 259 x 24.9 mm,"3 cell 53 Wh , Pin liền",2.2 kg,,không đèn,,MSI Katana,Katana 15 B13VEK-2416VN,2416VN,Đen,Gaming,,,,,,,,
Laptop Msi Thin 15 B13VE - 2824VN,22.990.000₫,Msi,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-13420H ( 2.1 GHz - 4.6 GHz / 12MB / 8 nhân, 12 luồng ), Non-EVO",,GeForce RTX™ 4050 6GB GDDR6 Intel® Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 45% NTSC , Màn hình chống lóa",HD webcam,2 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"512GB SSD M.2 NVMe ( 1 x 2.5"" SATA /( 1 x M.2 NVMe )","1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s","Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",Windows 11 Home SEA,359 x 254 x 21.7 mm,"3 cell 52 Wh , Pin liền",1.9 kg,,không đèn,MSI Essential Backpack,MSI Thin,Thin 15 B13VE - 2824VN,2824VN,Xám,Gaming,"Nahimic, Hi-Res Audio",Nhựa,,,,,,
Laptop Msi Venture 14 AI A1MG-005VN,24.490.000₫,Msi,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ Ultra 5-125H ( 3.6 GHz - 4.5 GHz / 18MB / 14 nhân, 18 luồng ), Intel AI",Intel® AI Boost NPU,Onboard graphics Intel® Arc™ Graphics,"14"" ( 2880 x 1800 ) 2.8K 16:10 , OLED , 120Hz , không cảm ứng , 100% DCI-P3 , Màn hình chống lóa",HD webcam,2 x 8GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s","Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Có phím Copilot , không phím số , LED",Windows 11 Home SEA,315.6 x 235.5 x 19.3-21.6 mm,"4 cell 55 Wh , Pin liền",1.7 kg,,không đèn,MSI Topload Bag_Grey,MSI Venture,Venture 14 AI A1MG-005VN,005VN,Xám,Văn phòng,,Nhựa,,,,,,
Laptop Asus ExpertBook P1403CVA-i716-50W,19.390.000₫,Asus,24 tháng,Bảo hành Pin 24 tháng,"Intel® Core™ i7-13620H ( 2.4 GHz - 4.9 GHz / 24MB / 10 nhân, 16 luồng ), Non-EVO",,Onboard graphics Intel® UHD Graphics,"14"" ( 1920 x 1080 ) Full HD 16:9 , 60Hz , không cảm ứng , 300 nits , 45% NTSC , Màn hình chống lóa",HD webcam,1 x 16GB DDR5 ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet , không phím số , không đèn",Windows 11 Home,32.45 x 21.44 x 1.97 cm,"3 cell 63 Wh , Pin liền",1.4 kg,Vân tay,không đèn,,ASUS ExpertBook,ExpertBook P1403CVA-i716-50W,90NX0871-M00P00,Bạc,Văn phòng,,Vỏ Plastic,,,,,,
